"Name";"Description";"Domain";"Generation_type";"Group";"Tags";"Tags_without_influence";"Influences";"Hybrid";"IsEssenceOnly";"Required_level";"Type";"Stat_ID";"Sign";"Min1";"Max1";"Min2";"Max2";"String";"Format_String";"Tier"
"EinharMasterAccuracyRating3";"of Craft";"crafted";"suffix";"IncreasedAccuracy";"has_attack_mod";"";"";"";"False";"68";"IncreasedAccuracy";"accuracy_rating";"positive";"151";"220";"";"";"{0} to Accuracy Rating";"+(151 - 220) to Accuracy Rating";"2"
"EinharMasterLocalAccuracyRating3";"of Craft";"crafted";"suffix";"IncreasedAccuracy";"has_attack_mod";"";"";"";"False";"68";"LocalAccuracyRating";"local_accuracy_rating";"positive";"201";"300";"";"";"{0} to Accuracy Rating";"+(201 - 300) to Accuracy Rating";"1"
"StrDexMasterWeaponRangeCrafted";"of Reach";"crafted";"suffix";"MeleeWeaponAndUnarmedRange";"has_attack_mod";"";"";"";"False";"35";"LocalMeleeWeaponRange";"local_weapon_range_+";"positive";"1";"2";"";"";"{0} to Weapon Range";"+(1 - 2) to Weapon Range";"1"
"StrDexMasterBleedingCraftedUpdated";"Bloodletter's";"crafted";"prefix";"CausesBleeding";"has_attack_mod";"";"";"";"False";"40";"CausesBleedingChance";"local_chance_to_bleed_on_hit_%";"positive";"25";"25";"";"";"{0}% chance to cause Bleeding on Hit";"25% chance to cause Bleeding on Hit";"1"
"EinharMasterAttackSpeedJewelry1";"of Craft";"crafted";"suffix";"IncreasedAttackSpeed";"has_attack_mod";"";"";"";"False";"30";"IncreasedAttackSpeed";"attack_speed_+%";"positive";"3";"5";"";"";"{0}% increased Attack Speed";"(3 - 5)% increased Attack Speed";"2"
"EinharMasterAttackSpeed1";"of Craft";"crafted";"suffix";"IncreasedAttackSpeed";"has_attack_mod";"";"";"";"False";"30";"IncreasedAttackSpeed";"attack_speed_+%";"positive";"7";"12";"";"";"{0}% increased Attack Speed";"(7 - 12)% increased Attack Speed";"1"
"DexMasterGlobalAttackSpeedCrafted1";"of Ease";"crafted";"suffix";"IncreasedAttackSpeed";"has_attack_mod";"";"";"";"False";"20";"IncreasedAttackSpeed";"attack_speed_+%";"positive";"7";"12";"";"";"{0}% increased Attack Speed";"(7 - 12)% increased Attack Speed";"1"
"DexMasterLocalAttackSpeedCrafted";"of Ease";"crafted";"suffix";"IncreasedAttackSpeed";"has_attack_mod";"";"";"";"False";"20";"LocalIncreasedAttackSpeed";"local_attack_speed_+%";"positive";"7";"12";"";"";"{0}% increased Attack Speed";"(7 - 12)% increased Attack Speed";"2"
"EinharMasterLocalIncreasedAttackSpeed1__";"of Craft";"crafted";"suffix";"IncreasedAttackSpeed";"has_attack_mod";"";"";"";"False";"30";"LocalIncreasedAttackSpeed";"local_attack_speed_+%";"positive";"8";"10";"";"";"{0}% increased Attack Speed";"(8 - 10)% increased Attack Speed";"1"
"StrDexMasterAttackSpeedCrafted1";"of Mastery";"crafted";"suffix";"IncreasedAttackSpeed";"has_attack_mod";"";"";"";"False";"20";"LocalIncreasedAttackSpeed";"local_attack_speed_+%";"positive";"8";"11";"";"";"{0}% increased Attack Speed";"(8 - 11)% increased Attack Speed";"3"
"StrMasterAttackSpeedCrafted1";"of Ease";"crafted";"suffix";"IncreasedAttackSpeed";"has_attack_mod";"";"";"";"False";"20";"IncreasedAttackSpeed";"attack_speed_+%";"positive";"9";"12";"";"";"{0}% increased Attack Speed";"(9 - 12)% increased Attack Speed";"2"
"EinharMasterLocalIncreasedAttackSpeed2_";"of Craft";"crafted";"suffix";"IncreasedAttackSpeed";"has_attack_mod";"";"";"";"False";"50";"LocalIncreasedAttackSpeed";"local_attack_speed_+%";"positive";"11";"15";"";"";"{0}% increased Attack Speed";"(11 - 15)% increased Attack Speed";"1"
"EinharMasterLocalIncreasedAttackSpeedRanged3";"of Craft";"crafted";"suffix";"IncreasedAttackSpeed";"has_attack_mod";"";"";"";"False";"75";"LocalIncreasedAttackSpeed";"local_attack_speed_+%";"positive";"11";"13";"";"";"{0}% increased Attack Speed";"(11 - 13)% increased Attack Speed";"3"
"StrDexMasterAttackSpeedCrafted2";"of Renown";"crafted";"suffix";"IncreasedAttackSpeed";"has_attack_mod";"";"";"";"False";"30";"LocalIncreasedAttackSpeed";"local_attack_speed_+%";"positive";"12";"15";"";"";"{0}% increased Attack Speed";"(12 - 15)% increased Attack Speed";"2"
"EinharMasterLocalIncreasedAttackSpeed3";"of Craft";"crafted";"suffix";"IncreasedAttackSpeed";"has_attack_mod";"";"";"";"False";"75";"LocalIncreasedAttackSpeed";"local_attack_speed_+%";"positive";"16";"20";"";"";"{0}% increased Attack Speed";"(16 - 20)% increased Attack Speed";"1"
"EinharMasterLocalCriticalStrikeChance1_";"of Craft";"crafted";"suffix";"CriticalStrikeChanceIncrease";"has_attack_mod";"";"";"";"False";"40";"LocalCriticalStrikeChance";"local_critical_strike_chance_+%";"positive";"17";"19";"";"";"{0}% increased Critical Strike Chance";"(17 - 19)% increased Critical Strike Chance";"1"
"StrDexMasterLocalCritChanceCrafted1";"of Stinging";"crafted";"suffix";"CriticalStrikeChanceIncrease";"has_attack_mod";"";"";"";"False";"20";"LocalCriticalStrikeChance";"local_critical_strike_chance_+%";"positive";"17";"21";"";"";"{0}% increased Critical Strike Chance";"(17 - 21)% increased Critical Strike Chance";"1"
"DexMasterLocalCritChanceCrafted";"of Stinging";"crafted";"suffix";"CriticalStrikeChanceIncrease";"has_attack_mod";"";"";"";"False";"20";"LocalCriticalStrikeChance";"local_critical_strike_chance_+%";"positive";"17";"21";"";"";"{0}% increased Critical Strike Chance";"(17 - 21)% increased Critical Strike Chance";"3"
"EinharMasterLocalCriticalStrikeChance2";"of Craft";"crafted";"suffix";"CriticalStrikeChanceIncrease";"has_attack_mod";"";"";"";"False";"60";"LocalCriticalStrikeChance";"local_critical_strike_chance_+%";"positive";"20";"24";"";"";"{0}% increased Critical Strike Chance";"(20 - 24)% increased Critical Strike Chance";"2"
"StrDexMasterLocalCritChanceCrafted2";"of Piercing";"crafted";"suffix";"CriticalStrikeChanceIncrease";"has_attack_mod";"";"";"";"False";"30";"LocalCriticalStrikeChance";"local_critical_strike_chance_+%";"positive";"22";"27";"";"";"{0}% increased Critical Strike Chance";"(22 - 27)% increased Critical Strike Chance";"1"
"DexMasterLocalCritChanceCrafted2_";"of Piercing";"crafted";"suffix";"CriticalStrikeChanceIncrease";"has_attack_mod";"";"";"";"False";"30";"LocalCriticalStrikeChance";"local_critical_strike_chance_+%";"positive";"22";"27";"";"";"{0}% increased Critical Strike Chance";"(22 - 27)% increased Critical Strike Chance";"2"
"EinharMasterLocalCriticalStrikeChance3_";"of Craft";"crafted";"suffix";"CriticalStrikeChanceIncrease";"has_attack_mod";"";"";"";"False";"75";"LocalCriticalStrikeChance";"local_critical_strike_chance_+%";"positive";"25";"27";"";"";"{0}% increased Critical Strike Chance";"(25 - 27)% increased Critical Strike Chance";"1"
"StrMasterWeaponElementalDamageCrafted1_";"Catalyzing";"crafted";"prefix";"IncreasedWeaponElementalDamagePercent";"has_attack_mod";"";"";"";"False";"30";"IncreasedWeaponElementalDamagePercent";"elemental_damage_with_attack_skills_+%";"positive";"4";"12";"";"";"{0}% increased Elemental Damage with Attack Skills";"(4 - 12)% increased Elemental Damage with Attack Skills";"2"
"DexMasterWeaponElementalDamageCrafted";"Catalyzing";"crafted";"prefix";"IncreasedWeaponElementalDamagePercent";"has_attack_mod";"";"";"";"False";"20";"IncreasedWeaponElementalDamagePercent";"elemental_damage_with_attack_skills_+%";"positive";"8";"22";"";"";"{0}% increased Elemental Damage with Attack Skills";"(8 - 22)% increased Elemental Damage with Attack Skills";"1"
"StrDexMasterWeaponEleDamageCrafted";"Catalyzing";"crafted";"prefix";"IncreasedWeaponElementalDamagePercent";"has_attack_mod";"";"";"";"False";"20";"IncreasedWeaponElementalDamagePercent";"elemental_damage_with_attack_skills_+%";"positive";"8";"22";"";"";"{0}% increased Elemental Damage with Attack Skills";"(8 - 22)% increased Elemental Damage with Attack Skills";"3"
"EinharMasterWeaponElementalDamage1_";"Upgraded";"crafted";"prefix";"IncreasedWeaponElementalDamagePercent";"has_attack_mod";"";"";"";"False";"30";"IncreasedWeaponElementalDamagePercent";"elemental_damage_with_attack_skills_+%";"positive";"15";"23";"";"";"{0}% increased Elemental Damage with Attack Skills";"(15 - 23)% increased Elemental Damage with Attack Skills";"2"
"EinharMasterWeaponElementalDamage2";"Upgraded";"crafted";"prefix";"IncreasedWeaponElementalDamagePercent";"has_attack_mod";"";"";"";"False";"50";"IncreasedWeaponElementalDamagePercent";"elemental_damage_with_attack_skills_+%";"positive";"24";"32";"";"";"{0}% increased Elemental Damage with Attack Skills";"(24 - 32)% increased Elemental Damage with Attack Skills";"1"
"DexMasterIncreasedPhysicalDamageCrafted1";"Wicked";"crafted";"prefix";"LocalPhysicalDamagePercent";"has_attack_mod";"";"";"";"False";"20";"LocalPhysicalDamagePercent";"local_physical_damage_+%";"positive";"40";"59";"";"";"{0}% increased Physical Damage";"(40 - 59)% increased Physical Damage";"1"
"EinharMasterLocalIncreasedPhysicalDamage1";"Upgraded";"crafted";"prefix";"LocalPhysicalDamagePercent";"has_attack_mod";"";"";"";"False";"20";"LocalPhysicalDamagePercent";"local_physical_damage_+%";"positive";"40";"59";"";"";"{0}% increased Physical Damage";"(40 - 59)% increased Physical Damage";"1"
"StrDexMasterIncreasedPhysicalCrafted1";"Wicked";"crafted";"prefix";"LocalPhysicalDamagePercent";"has_attack_mod";"";"";"";"False";"20";"LocalPhysicalDamagePercent";"local_physical_damage_+%";"positive";"40";"59";"";"";"{0}% increased Physical Damage";"(40 - 59)% increased Physical Damage";"2"
"EinharMasterLocalIncreasedPhysicalDamage2_";"Upgraded";"crafted";"prefix";"LocalPhysicalDamagePercent";"has_attack_mod";"";"";"";"False";"40";"LocalPhysicalDamagePercent";"local_physical_damage_+%";"positive";"60";"79";"";"";"{0}% increased Physical Damage";"(60 - 79)% increased Physical Damage";"1"
"DexMasterIncreasedPhysicalDamageCrafted2";"Vicious";"crafted";"prefix";"LocalPhysicalDamagePercent";"has_attack_mod";"";"";"";"False";"30";"LocalPhysicalDamagePercent";"local_physical_damage_+%";"positive";"60";"79";"";"";"{0}% increased Physical Damage";"(60 - 79)% increased Physical Damage";"1"
"StrDexMasterIncreasedPhysicalCrafted2_";"Vicious";"crafted";"prefix";"LocalPhysicalDamagePercent";"has_attack_mod";"";"";"";"False";"30";"LocalPhysicalDamagePercent";"local_physical_damage_+%";"positive";"60";"79";"";"";"{0}% increased Physical Damage";"(60 - 79)% increased Physical Damage";"3"
"EinharMasterLocalIncreasedPhysicalDamage3";"Upgraded";"crafted";"prefix";"LocalPhysicalDamagePercent";"has_attack_mod";"";"";"";"False";"60";"LocalPhysicalDamagePercent";"local_physical_damage_+%";"positive";"80";"99";"";"";"{0}% increased Physical Damage";"(80 - 99)% increased Physical Damage";"2"
"EinharMasterLocalIncreasedPhysicalDamage4___";"Upgraded";"crafted";"prefix";"LocalPhysicalDamagePercent";"has_attack_mod";"";"";"";"False";"80";"LocalPhysicalDamagePercent";"local_physical_damage_+%";"positive";"100";"129";"";"";"{0}% increased Physical Damage";"(100 - 129)% increased Physical Damage";"1"
"StrDexMasterBabyFacebreakersCrafted";"Brass-knuckle";"crafted";"prefix";"FacebreakerPhysicalUnarmedDamage";"has_attack_mod";"";"";"";"False";"25";"FacebreakerPhysicalUnarmedDamage";"unique_facebreaker_unarmed_physical_damage_+%_final";"positive";"450";"600";"";"";"{0}% more Physical Damage with Unarmed Attacks";"(450 - 600)% more Physical Damage with Unarmed Attacks";"1"
"StrMasterLifeLeechPermyriadCrafted1";"Remora's";"crafted";"prefix";"LifeLeech";"has_attack_mod";"";"";"";"False";"20";"LifeLeechPermyriad";"life_leech_from_physical_attack_damage_permyriad";"positive";"0.2";"0.4";"";"";"{0}% of Physical Attack Damage Leeched as Life";"(0.2 - 0.4)% of Physical Attack Damage Leeched as Life";"1"
"StrDexMasterLifeLeechPermyriadCrafted1";"Remora's";"crafted";"prefix";"LifeLeech";"has_attack_mod";"";"";"";"False";"20";"LifeLeechLocalPermyriad";"local_life_leech_from_physical_damage_permyriad";"positive";"0.2";"0.4";"";"";"{0}% of Physical Attack Damage Leeched as Life";"(0.2 - 0.4)% of Physical Attack Damage Leeched as Life";"2"
"EinharMasterLifeLeechFromAttacksPermyriad1";"Upgraded";"crafted";"prefix";"LifeLeech";"has_attack_mod";"";"";"";"False";"30";"LifeLeechPermyriad";"life_leech_from_physical_attack_damage_permyriad";"positive";"0.3";"0.5";"";"";"{0}% of Physical Attack Damage Leeched as Life";"(0.3 - 0.5)% of Physical Attack Damage Leeched as Life";"1"
"EinharMasterLocalLifeLeechPermyriad1__";"of Craft";"crafted";"suffix";"LifeLeech";"has_attack_mod";"";"";"";"False";"30";"LifeLeechLocalPermyriad";"local_life_leech_from_physical_damage_permyriad";"positive";"0.3";"0.5";"";"";"{0}% of Physical Attack Damage Leeched as Life";"(0.3 - 0.5)% of Physical Attack Damage Leeched as Life";"2"
"EinharMasterLocalLifeLeechPermyriad2";"of Craft";"crafted";"suffix";"LifeLeech";"has_attack_mod";"";"";"";"False";"50";"LifeLeechLocalPermyriad";"local_life_leech_from_physical_damage_permyriad";"positive";"0.5";"0.8";"";"";"{0}% of Physical Attack Damage Leeched as Life";"(0.5 - 0.8)% of Physical Attack Damage Leeched as Life";"1"
"StrDexMasterLifeLeechCrafted1";"Remora's";"crafted";"prefix";"LifeLeech";"has_attack_mod";"";"";"";"False";"20";"LifeLeechLocal";"old_do_not_use_local_life_leech_from_physical_damage_%";"positive";"0.5";"1";"";"";"{0}% of Physical Attack Damage Leeched as Life";"(0.5 - 1)% of Physical Attack Damage Leeched as Life";"1"
"StrMasterLifeLeechCrafted1";"Remora's";"crafted";"prefix";"LifeLeech";"has_attack_mod";"";"";"";"False";"20";"LifeLeech";"old_do_not_use_life_leech_from_physical_damage_%";"positive";"0.5";"1";"";"";"{0}% of Physical Attack Damage Leeched as Life";"(0.5 - 1)% of Physical Attack Damage Leeched as Life";"2"
"EinharMasterLifeLeechFromAttacksPermyriad2";"Upgraded";"crafted";"prefix";"LifeLeech";"has_attack_mod";"";"";"";"False";"50";"LifeLeechPermyriad";"life_leech_from_physical_attack_damage_permyriad";"positive";"0.6";"0.8";"";"";"{0}% of Physical Attack Damage Leeched as Life";"(0.6 - 0.8)% of Physical Attack Damage Leeched as Life";"1"
"StrDexMasterLifeLeechPermyriadCrafted2";"Lamprey's";"crafted";"prefix";"LifeLeech";"has_attack_mod";"";"";"";"False";"35";"LifeLeechLocalPermyriad";"local_life_leech_from_physical_damage_permyriad";"positive";"0.6";"0.8";"";"";"{0}% of Physical Attack Damage Leeched as Life";"(0.6 - 0.8)% of Physical Attack Damage Leeched as Life";"2"
"StrDexMasterLifeLeechCrafted2";"Lamprey's";"crafted";"prefix";"LifeLeech";"has_attack_mod";"";"";"";"False";"35";"LifeLeechLocal";"old_do_not_use_local_life_leech_from_physical_damage_%";"positive";"1.5";"2";"";"";"{0}% of Physical Attack Damage Leeched as Life";"(1.5 - 2)% of Physical Attack Damage Leeched as Life";"1"
"EinharMasterLocalManaLeechPermyriad1";"of Craft";"crafted";"suffix";"ManaLeech";"has_attack_mod";"";"";"";"False";"70";"ManaLeechLocalPermyriad";"local_mana_leech_from_physical_damage_permyriad";"positive";"0.2";"0.4";"";"";"{0}% of Physical Attack Damage Leeched as Mana";"(0.2 - 0.4)% of Physical Attack Damage Leeched as Mana";"1"
"StrMasterManaLeechPermyriadCrafted1";"Thirsty";"crafted";"prefix";"ManaLeech";"has_attack_mod";"";"";"";"False";"20";"ManaLeechPermyriad";"mana_leech_from_physical_attack_damage_permyriad";"positive";"0.2";"0.4";"";"";"{0}% of Physical Attack Damage Leeched as Mana";"(0.2 - 0.4)% of Physical Attack Damage Leeched as Mana";"1"
"StrDexMasterManaLeechPermyriadCrafted";"Thirsty";"crafted";"prefix";"ManaLeech";"has_attack_mod";"";"";"";"False";"20";"ManaLeechLocalPermyriad";"local_mana_leech_from_physical_damage_permyriad";"positive";"0.2";"0.4";"";"";"{0}% of Physical Attack Damage Leeched as Mana";"(0.2 - 0.4)% of Physical Attack Damage Leeched as Mana";"2"
"StrMasterManaLeechCrafted1";"Thirsty";"crafted";"prefix";"ManaLeech";"has_attack_mod";"";"";"";"False";"20";"ManaLeech";"old_do_not_use_mana_leech_from_physical_damage_%";"positive";"0.5";"1";"";"";"{0}% of Physical Attack Damage Leeched as Mana";"(0.5 - 1)% of Physical Attack Damage Leeched as Mana";"1"
"StrDexMasterManaLeechCrafted";"Thirsty";"crafted";"prefix";"ManaLeech";"has_attack_mod";"";"";"";"False";"20";"ManaLeechLocal";"old_do_not_use_local_mana_leech_from_physical_damage_%";"positive";"0.5";"1";"";"";"{0}% of Physical Attack Damage Leeched as Mana";"(0.5 - 1)% of Physical Attack Damage Leeched as Mana";"1"
"StrDexMasterBleedingCrafted";"Bloodletter's";"crafted";"prefix";"CausesBleeding";"has_attack_mod";"";"";"";"False";"40";"CausesBleeding25PercentChance";"local_chance_to_bleed_on_hit_25%";"positive";"1";"1";"";"";"25% chance to cause Bleeding on Hit";"25% chance to cause Bleeding on Hit";"1"
"DexMasterAddedColdDamageCrafted1";"Icy";"crafted";"prefix";"ColdDamage";"has_attack_mod";"";"";"";"False";"20";"LocalColdDamage";"local_minimum_added_cold_damage";"positive";"8";"11";"16";"19";"Adds {0} to {1} Cold Damage";"Adds (8 - 11) to (16 - 19) Cold Damage";"1"
"StrDexMasterAddedColdDamage1HCrafted";"Icy";"crafted";"prefix";"ColdDamage";"has_attack_mod";"";"";"";"False";"20";"LocalColdDamage";"local_minimum_added_cold_damage";"positive";"8";"11";"16";"19";"Adds {0} to {1} Cold Damage";"Adds (8 - 11) to (16 - 19) Cold Damage";"3"
"EinharMasterLocalColdDamage1";"Upgraded";"crafted";"prefix";"ColdDamage";"has_attack_mod";"";"";"";"False";"20";"LocalColdDamage";"local_minimum_added_cold_damage";"positive";"11";"12";"19";"23";"Adds {0} to {1} Cold Damage";"Adds (11 - 12) to (19 - 23) Cold Damage";"2"
"DexMasterAddedColdDamageCrafted2";"Frigid";"crafted";"prefix";"ColdDamage";"has_attack_mod";"";"";"";"False";"30";"LocalColdDamage";"local_minimum_added_cold_damage";"positive";"12";"16";"23";"28";"Adds {0} to {1} Cold Damage";"Adds (12 - 16) to (23 - 28) Cold Damage";"1"
"StrDexMasterAddedColdDamage1HCrafted2";"Frigid";"crafted";"prefix";"ColdDamage";"has_attack_mod";"";"";"";"False";"30";"LocalColdDamage";"local_minimum_added_cold_damage";"positive";"12";"16";"23";"28";"Adds {0} to {1} Cold Damage";"Adds (12 - 16) to (23 - 28) Cold Damage";"8"
"StrDexMasterAddedColdDamage2HCrafted";"Icy";"crafted";"prefix";"ColdDamage";"has_attack_mod";"";"";"";"False";"20";"LocalColdDamageTwoHand";"local_minimum_added_cold_damage";"positive";"13";"17";"24";"28";"Adds {0} to {1} Cold Damage";"Adds (13 - 17) to (24 - 28) Cold Damage";"7"
"EinharMasterLocalColdDamageTwoHand1";"Upgraded";"crafted";"prefix";"ColdDamage";"has_attack_mod";"";"";"";"False";"20";"LocalColdDamageTwoHand";"local_minimum_added_cold_damage";"positive";"16";"18";"28";"35";"Adds {0} to {1} Cold Damage";"Adds (16 - 18) to (28 - 35) Cold Damage";"6"
"StrDexMasterAddedColdDamage2HCrafted2";"Frigid";"crafted";"prefix";"ColdDamage";"has_attack_mod";"";"";"";"False";"30";"LocalColdDamageTwoHand";"local_minimum_added_cold_damage";"positive";"18";"24";"35";"41";"Adds {0} to {1} Cold Damage";"Adds (18 - 24) to (35 - 41) Cold Damage";"5"
"EinharMasterLocalColdDamage2";"Upgraded";"crafted";"prefix";"ColdDamage";"has_attack_mod";"";"";"";"False";"40";"LocalColdDamage";"local_minimum_added_cold_damage";"positive";"22";"27";"42";"49";"Adds {0} to {1} Cold Damage";"Adds (22 - 27) to (42 - 49) Cold Damage";"4"
"EinharMasterLocalColdDamageTwoHand2";"Upgraded";"crafted";"prefix";"ColdDamage";"has_attack_mod";"";"";"";"False";"40";"LocalColdDamageTwoHand";"local_minimum_added_cold_damage";"positive";"33";"40";"63";"73";"Adds {0} to {1} Cold Damage";"Adds (33 - 40) to (63 - 73) Cold Damage";"3"
"EinharMasterLocalColdDamage3";"Upgraded";"crafted";"prefix";"ColdDamage";"has_attack_mod";"";"";"";"False";"68";"LocalColdDamage";"local_minimum_added_cold_damage";"positive";"35";"41";"63";"73";"Adds {0} to {1} Cold Damage";"Adds (35 - 41) to (63 - 73) Cold Damage";"2"
"EinharMasterLocalColdDamageTwoHand3";"Upgraded";"crafted";"prefix";"ColdDamage";"has_attack_mod";"";"";"";"False";"68";"LocalColdDamageTwoHand";"local_minimum_added_cold_damage";"positive";"52";"62";"95";"110";"Adds {0} to {1} Cold Damage";"Adds (52 - 62) to (95 - 110) Cold Damage";"1"
"DexMasterAddedFireDamageCrafted1";"Smoking";"crafted";"prefix";"FireDamage";"has_attack_mod";"";"";"";"False";"20";"LocalFireDamage";"local_minimum_added_fire_damage";"positive";"10";"13";"20";"23";"Adds {0} to {1} Fire Damage";"Adds (10 - 13) to (20 - 23) Fire Damage";"1"
"StrDexMasterAddedFireDamage1HCrafted";"Smoking";"crafted";"prefix";"FireDamage";"has_attack_mod";"";"";"";"False";"20";"LocalFireDamage";"local_minimum_added_fire_damage";"positive";"10";"13";"20";"23";"Adds {0} to {1} Fire Damage";"Adds (10 - 13) to (20 - 23) Fire Damage";"3"
"EinharMasterLocalFireDamage1";"Upgraded";"crafted";"prefix";"FireDamage";"has_attack_mod";"";"";"";"False";"20";"LocalFireDamage";"local_minimum_added_fire_damage";"positive";"11";"12";"19";"23";"Adds {0} to {1} Fire Damage";"Adds (11 - 12) to (19 - 23) Fire Damage";"2"
"StrDexMasterAddedFireDamage2HCrafted";"Smoking";"crafted";"prefix";"FireDamage";"has_attack_mod";"";"";"";"False";"20";"LocalFireDamageTwoHand";"local_minimum_added_fire_damage";"positive";"15";"20";"30";"35";"Adds {0} to {1} Fire Damage";"Adds (15 - 20) to (30 - 35) Fire Damage";"1"
"StrDexMasterAddedFireDamage1HCrafted2";"Burning";"crafted";"prefix";"FireDamage";"has_attack_mod";"";"";"";"False";"30";"LocalFireDamage";"local_minimum_added_fire_damage";"positive";"15";"19";"29";"34";"Adds {0} to {1} Fire Damage";"Adds (15 - 19) to (29 - 34) Fire Damage";"1"
"DexMasterAddedFireDamageCrafted2";"Burning";"crafted";"prefix";"FireDamage";"has_attack_mod";"";"";"";"False";"30";"LocalFireDamage";"local_minimum_added_fire_damage";"positive";"15";"19";"29";"34";"Adds {0} to {1} Fire Damage";"Adds (15 - 19) to (29 - 34) Fire Damage";"3"
"EinharMasterLocalFireDamageTwoHand1";"Upgraded";"crafted";"prefix";"FireDamage";"has_attack_mod";"";"";"";"False";"20";"LocalFireDamageTwoHand";"local_minimum_added_fire_damage";"positive";"16";"18";"28";"35";"Adds {0} to {1} Fire Damage";"Adds (16 - 18) to (28 - 35) Fire Damage";"2"
"EinharMasterLocalFireDamage2";"Upgraded";"crafted";"prefix";"FireDamage";"has_attack_mod";"";"";"";"False";"40";"LocalFireDamage";"local_minimum_added_fire_damage";"positive";"22";"27";"42";"49";"Adds {0} to {1} Fire Damage";"Adds (22 - 27) to (42 - 49) Fire Damage";"1"
"StrDexMasterAddedFireDamage2HCrafted2";"Burning";"crafted";"prefix";"FireDamage";"has_attack_mod";"";"";"";"False";"30";"LocalFireDamageTwoHand";"local_minimum_added_fire_damage";"positive";"22";"29";"43";"51";"Adds {0} to {1} Fire Damage";"Adds (22 - 29) to (43 - 51) Fire Damage";"4"
"EinharMasterLocalFireDamageTwoHand2";"Upgraded";"crafted";"prefix";"FireDamage";"has_attack_mod";"";"";"";"False";"40";"LocalFireDamageTwoHand";"local_minimum_added_fire_damage";"positive";"33";"40";"63";"73";"Adds {0} to {1} Fire Damage";"Adds (33 - 40) to (63 - 73) Fire Damage";"3"
"EinharMasterLocalFireDamage3";"Upgraded";"crafted";"prefix";"FireDamage";"has_attack_mod";"";"";"";"False";"68";"LocalFireDamage";"local_minimum_added_fire_damage";"positive";"35";"41";"63";"73";"Adds {0} to {1} Fire Damage";"Adds (35 - 41) to (63 - 73) Fire Damage";"2"
"EinharMasterLocalFireDamageTwoHand3";"Upgraded";"crafted";"prefix";"FireDamage";"has_attack_mod";"";"";"";"False";"68";"LocalFireDamageTwoHand";"local_minimum_added_fire_damage";"positive";"52";"62";"95";"110";"Adds {0} to {1} Fire Damage";"Adds (52 - 62) to (95 - 110) Fire Damage";"1"
"StrDexMasterAddedLightningDamage1HCrafted_";"Snapping";"crafted";"prefix";"LightningDamage";"has_attack_mod";"";"";"";"False";"20";"LocalLightningDamage";"local_minimum_added_lightning_damage";"positive";"1";"3";"34";"36";"Adds {0} to {1} Lightning Damage";"Adds (1 - 3) to (34 - 36) Lightning Damage";"1"
"StrDexMasterAddedLightningDamage1HCrafted2";"Crackling";"crafted";"prefix";"LightningDamage";"has_attack_mod";"";"";"";"False";"30";"LocalLightningDamage";"local_minimum_added_lightning_damage";"positive";"1";"4";"50";"52";"Adds {0} to {1} Lightning Damage";"Adds (1 - 4) to (50 - 52) Lightning Damage";"1"
"DexMasterAddedLightningDamageCrafted2";"Crackling";"crafted";"prefix";"LightningDamage";"has_attack_mod";"";"";"";"False";"30";"LocalLightningDamage";"local_minimum_added_lightning_damage";"positive";"1";"4";"50";"52";"Adds {0} to {1} Lightning Damage";"Adds (1 - 4) to (50 - 52) Lightning Damage";"1"
"EinharMasterLocalLightningDamage1_";"Upgraded";"crafted";"prefix";"LightningDamage";"has_attack_mod";"";"";"";"False";"20";"LocalLightningDamage";"local_minimum_added_lightning_damage";"positive";"1";"3";"27";"37";"Adds {0} to {1} Lightning Damage";"Adds (1 - 3) to (27 - 37) Lightning Damage";"1"
"DexMasterAddedLightningDamageCrafted1";"Snapping";"crafted";"prefix";"LightningDamage";"has_attack_mod";"";"";"";"False";"20";"LocalLightningDamage";"local_minimum_added_lightning_damage";"positive";"1";"3";"34";"36";"Adds {0} to {1} Lightning Damage";"Adds (1 - 3) to (34 - 36) Lightning Damage";"2"
"EinharMasterLocalLightningDamageTwoHand1_";"Upgraded";"crafted";"prefix";"LightningDamage";"has_attack_mod";"";"";"";"False";"20";"LocalLightningDamageTwoHand";"local_minimum_added_lightning_damage";"positive";"2";"4";"40";"55";"Adds {0} to {1} Lightning Damage";"Adds (2 - 4) to (40 - 55) Lightning Damage";"1"
"StrDexMasterAddedLightningDamageCrafted";"Snapping";"crafted";"prefix";"LightningDamage";"has_attack_mod";"";"";"";"False";"20";"LocalLightningDamageTwoHand";"local_minimum_added_lightning_damage";"positive";"2";"4";"52";"55";"Adds {0} to {1} Lightning Damage";"Adds (2 - 4) to (52 - 55) Lightning Damage";"2"
"StrDexMasterAddedLightningDamage2HCrafted2";"Crackling";"crafted";"prefix";"LightningDamage";"has_attack_mod";"";"";"";"False";"30";"LocalLightningDamageTwoHand";"local_minimum_added_lightning_damage";"positive";"3";"6";"70";"79";"Adds {0} to {1} Lightning Damage";"Adds (3 - 6) to (70 - 79) Lightning Damage";"1"
"EinharMasterLocalLightningDamage2";"Upgraded";"crafted";"prefix";"LightningDamage";"has_attack_mod";"";"";"";"False";"40";"LocalLightningDamage";"local_minimum_added_lightning_damage";"positive";"3";"5";"60";"80";"Adds {0} to {1} Lightning Damage";"Adds (3 - 5) to (60 - 80) Lightning Damage";"4"
