"item_class";"name";"tags";"armour";"movement speed";"energy shield";"evasion rating";"chance to block";"attacks per second";"critical strike chance";"physical damage min";"physical damage";"weapon range";"dexterity";"intelligence";"strength";"level";"item_class_req";"item_tags_combination"
"helmet";"Noble Tricorne";"dex_armour,helmet,armour,default";"";"";"";"232";"";"";"";"";"";"";"99";"0";"0";"47";"dex";"13"
"helmet";"Pig-Faced Bascinet";"str_dex_armour,helmet,armour,default";"229";"";"";"159";"";"";"";"";"";"";"62";"0";"85";"63";"dexstr";"81"
"helmet";"Plague Mask";"dex_int_armour,helmet,armour,default";"";"";"7";"29";"";"";"";"";"";"";"14";"14";"0";"10";"dexint";"18"
"helmet";"Praetor Crown";"str_int_armour,helmet,armour,default";"161";"";"48";"";"";"";"";"";"";"";"0";"91";"62";"68";"intstr";"87"
"helmet";"Prophet Crown";"str_int_armour,helmet,armour,default";"224";"";"30";"";"";"";"";"";"";"";"0";"62";"85";"63";"intstr";"87"
"helmet";"Raven Mask";"dex_int_armour,helmet,armour,default";"";"";"21";"104";"";"";"";"";"";"";"44";"44";"0";"38";"dexint";"18"
"helmet";"Reaver Helmet";"str_armour,helmet,armour,default";"198";"";"";"";"";"";"";"";"";"";"0";"0";"85";"40";"str";"74"
"helmet";"Regicide Mask";"dex_int_armour,helmet,armour,default";"";"";"28";"141";"";"";"";"";"";"";"58";"58";"0";"52";"dexint";"18"
"helmet";"Royal Burgonet";"str_armour,helmet,armour,default";"377";"";"";"";"";"";"";"";"";"";"0";"0";"148";"65";"str";"74"
"helmet";"Rusted Coif";"str_int_armour,helmet,armour,default";"16";"";"4";"";"";"";"";"";"";"";"0";"9";"9";"5";"intstr";"87"
"helmet";"Sallet";"str_dex_armour,helmet,armour,default";"37";"";"";"37";"";"";"";"";"";"";"18";"0";"18";"13";"dexstr";"81"
"helmet";"Samite Helmet";"str_armour,helmet,armour,default";"276";"";"";"";"";"";"";"";"";"";"0";"0";"114";"55";"str";"74"
"helmet";"Scare Mask";"dex_int_armour,helmet,armour,default";"";"";"4";"13";"";"";"";"";"";"";"8";"8";"0";"4";"dexint";"18"
"helmet";"Secutor Helm";"str_dex_armour,helmet,armour,default";"98";"";"";"98";"";"";"";"";"";"";"42";"0";"42";"36";"dexstr";"81"
"helmet";"Siege Helmet";"str_armour,helmet,armour,default";"237";"";"";"";"";"";"";"";"";"";"0";"0";"101";"48";"str";"74"
"helmet";"Silken Hood";"dex_armour,helmet,armour,default";"";"";"";"346";"";"";"";"";"";"";"138";"0";"0";"60";"dex";"13"
"helmet";"Sinner Tricorne";"dex_armour,helmet,armour,default";"";"";"";"369";"";"";"";"";"";"";"138";"0";"0";"64";"dex";"13"
"helmet";"Solaris Circlet";"int_armour,helmet,armour,default";"";"";"57";"";"";"";"";"";"";"";"0";"122";"0";"59";"int";"23"
"helmet";"Soldier Helmet";"str_int_armour,helmet,armour,default";"34";"";"8";"";"";"";"";"";"";"";"0";"16";"16";"12";"intstr";"87"
"helmet";"Steel Circlet";"int_armour,helmet,armour,default";"";"";"46";"";"";"";"";"";"";"";"0";"101";"0";"48";"int";"23"
"helmet";"Torture Cage";"int_armour,helmet,armour,default";"";"";"19";"";"";"";"";"";"";"";"0";"40";"0";"17";"int";"23"
"helmet";"Tribal Circlet";"int_armour,helmet,armour,default";"";"";"27";"";"";"";"";"";"";"";"0";"58";"0";"26";"int";"23"
"helmet";"Tricorne";"dex_armour,helmet,armour,default";"";"";"";"53";"";"";"";"";"";"";"27";"0";"0";"10";"dex";"13"
"helmet";"Ursine Pelt";"dex_armour,helmet,armour,default";"";"";"";"276";"";"";"";"";"";"";"114";"0";"0";"55";"dex";"13"
"helmet";"Vaal Mask";"dex_int_armour,helmet,armour,default";"";"";"36";"207";"";"";"";"";"";"";"79";"72";"0";"62";"dexint";"18"
"helmet";"Vine Circlet";"int_armour,helmet,armour,default";"";"";"6";"";"";"";"";"";"";"";"0";"13";"0";"3";"int";"23"
"helmet";"Visored Sallet";"str_dex_armour,helmet,armour,default";"64";"";"";"64";"";"";"";"";"";"";"28";"0";"28";"23";"dexstr";"81"
"helmet";"Wolf Pelt";"dex_armour,helmet,armour,default";"";"";"";"150";"";"";"";"";"";"";"66";"0";"0";"30";"dex";"13"
"helmet";"Zealot Helmet";"str_int_armour,helmet,armour,default";"119";"";"24";"";"";"";"";"";"";"";"0";"50";"50";"44";"intstr";"87"
"one hand axe";"Arming Axe";"axe,one_hand_weapon,onehand,weapon,default";"";"";"";"";"";"0.714";"5";"14";"42";"11";"33";"0";"58";"25";"dexstr";"2"
"one hand axe";"Boarding Axe";"axe,one_hand_weapon,onehand,weapon,default";"";"";"";"";"";"0.667";"5";"11";"21";"11";"19";"0";"28";"11";"dexstr";"2"
"one hand axe";"Broad Axe";"axe,one_hand_weapon,onehand,weapon,default";"";"";"";"";"";"0.741";"5";"19";"34";"11";"25";"0";"54";"21";"dexstr";"2"
"one hand axe";"Butcher Axe";"axe,one_hand_weapon,onehand,weapon,default";"";"";"";"";"";"0.769";"5";"47";"87";"11";"76";"0";"149";"63";"dexstr";"2"
"one hand axe";"Ceremonial Axe";"axe,one_hand_weapon,onehand,weapon,default";"";"";"";"";"";"0.833";"5";"45";"83";"11";"39";"0";"134";"51";"dexstr";"2"
"one hand axe";"Chest Splitter";"axe,one_hand_weapon,onehand,weapon,default";"";"";"";"";"";"0.714";"5";"24";"71";"11";"60";"0";"105";"48";"dexstr";"2"
"one hand axe";"Cleaver";"axe,one_hand_weapon,onehand,weapon,default";"";"";"";"";"";"0.769";"5";"12";"35";"11";"14";"0";"48";"16";"dexstr";"2"
"one hand axe";"Decorative Axe";"axe,one_hand_weapon,onehand,weapon,default";"";"";"";"";"";"0.833";"5";"27";"50";"11";"23";"0";"80";"29";"dexstr";"2"
"one hand axe";"Engraved Hatchet";"not_for_sale,maraketh,axe,one_hand_weapon,onehand,weapon,default";"";"";"";"";"";"0.741";"5";"40";"71";"11";"66";"0";"143";"56";"dexstr";"48"
"one hand axe";"Etched Hatchet";"not_for_sale,maraketh,axe,one_hand_weapon,onehand,weapon,default";"";"";"";"";"";"0.741";"5";"26";"46";"11";"43";"0";"93";"35";"dexstr";"48"
"one hand axe";"Infernal Axe";"axe,one_hand_weapon,onehand,weapon,default";"";"";"";"";"";"0.769";"5";"51";"85";"11";"76";"0";"158";"69";"dexstr";"2"
"one hand axe";"Jade Hatchet";"axe,one_hand_weapon,onehand,weapon,default";"";"";"";"";"";"0.69";"5";"10";"15";"11";"10";"0";"21";"6";"dexstr";"2"
"one hand axe";"Jasper Axe";"axe,one_hand_weapon,onehand,weapon,default";"";"";"";"";"";"0.769";"5";"32";"50";"11";"40";"0";"86";"36";"dexstr";"2"
"one hand axe";"Karui Axe";"axe,one_hand_weapon,onehand,weapon,default";"";"";"";"";"";"0.769";"5";"49";"77";"11";"62";"0";"132";"57";"dexstr";"2"
"one hand axe";"Reaver Axe";"axe,one_hand_weapon,onehand,weapon,default";"";"";"";"";"";"0.833";"5";"38";"114";"11";"57";"0";"167";"61";"dexstr";"2"
"one hand axe";"Royal Axe";"axe,one_hand_weapon,onehand,weapon,default";"";"";"";"";"";"0.833";"5";"54";"100";"11";"57";"0";"167";"67";"dexstr";"2"
"one hand axe";"Runic Hatchet";"not_for_sale,maraketh,axe,one_hand_weapon,onehand,weapon,default";"";"";"";"";"";"0.741";"5";"44";"79";"11";"82";"0";"163";"71";"dexstr";"48"
"one hand axe";"Rusted Hatchet";"axe,one_hand_weapon,onehand,weapon,default";"";"";"";"";"";"0.667";"5";"6";"11";"11";"6";"0";"12";"2";"dexstr";"2"
"one hand axe";"Siege Axe";"axe,one_hand_weapon,onehand,weapon,default";"";"";"";"";"";"0.667";"5";"38";"70";"11";"82";"0";"119";"59";"dexstr";"2"
"one hand axe";"Spectral Axe";"axe,one_hand_weapon,onehand,weapon,default";"";"";"";"";"";"0.769";"5";"29";"48";"11";"37";"0";"85";"33";"dexstr";"2"
"one hand axe";"Tomahawk";"axe,one_hand_weapon,onehand,weapon,default";"";"";"";"";"";"0.667";"5";"25";"46";"11";"56";"0";"81";"39";"dexstr";"2"
"one hand axe";"Vaal Hatchet";"axe,one_hand_weapon,onehand,weapon,default";"";"";"";"";"";"0.714";"5";"30";"90";"11";"86";"0";"140";"65";"dexstr";"2"
"one hand axe";"War Axe";"axe,one_hand_weapon,onehand,weapon,default";"";"";"";"";"";"0.769";"5";"35";"65";"11";"49";"0";"106";"45";"dexstr";"2"
"one hand axe";"Wraith Axe";"axe,one_hand_weapon,onehand,weapon,default";"";"";"";"";"";"0.769";"5";"45";"75";"11";"59";"0";"134";"54";"dexstr";"2"
"one hand axe";"Wrist Chopper";"axe,one_hand_weapon,onehand,weapon,default";"";"";"";"";"";"0.833";"5";"26";"79";"11";"32";"0";"112";"42";"dexstr";"2"
"one hand mace";"Ancestral Club";"mace,one_hand_weapon,onehand,weapon,default";"";"";"";"";"";"0.8";"5";"48";"80";"11";"0";"0";"179";"56";"str";"24"
"one hand mace";"Auric Mace";"mace,one_hand_weapon,onehand,weapon,default";"";"";"";"";"";"0.833";"5";"65";"82";"11";"0";"0";"212";"66";"str";"24"
"one hand mace";"Barbed Club";"mace,one_hand_weapon,onehand,weapon,default";"";"";"";"";"";"0.714";"5";"33";"42";"11";"0";"0";"125";"38";"str";"24"
"one hand mace";"Battle Hammer";"mace,one_hand_weapon,onehand,weapon,default";"";"";"";"";"";"0.714";"5";"25";"59";"11";"0";"0";"143";"44";"str";"24"
"one hand mace";"Behemoth Mace";"not_for_sale,maraketh,mace,one_hand_weapon,onehand,weapon,default";"";"";"";"";"";"0.741";"5";"49";"74";"11";"0";"0";"220";"70";"str";"53"
"one hand mace";"Bladed Mace";"mace,one_hand_weapon,onehand,weapon,default";"";"";"";"";"";"0.714";"5";"19";"32";"11";"0";"0";"83";"24";"str";"24"
"one hand mace";"Ceremonial Mace";"mace,one_hand_weapon,onehand,weapon,default";"";"";"";"";"";"0.833";"5";"32";"40";"11";"0";"0";"95";"28";"str";"24"
"one hand mace";"Dragon Mace";"not_for_sale,maraketh,mace,one_hand_weapon,onehand,weapon,default";"";"";"";"";"";"0.741";"5";"44";"66";"11";"0";"0";"184";"55";"str";"53"
"one hand mace";"Dream Mace";"mace,one_hand_weapon,onehand,weapon,default";"";"";"";"";"";"0.714";"5";"21";"43";"11";"0";"0";"107";"32";"str";"24"
"one hand mace";"Driftwood Club";"mace,one_hand_weapon,onehand,weapon,default";"";"";"";"";"";"0.69";"5";"6";"8";"11";"0";"0";"14";"1";"str";"24"
"one hand mace";"Flanged Mace";"mace,one_hand_weapon,onehand,weapon,default";"";"";"";"";"";"0.769";"5";"38";"63";"11";"0";"0";"152";"47";"str";"24"
"one hand mace";"Gavel";"mace,one_hand_weapon,onehand,weapon,default";"";"";"";"";"";"0.87";"5";"54";"101";"11";"0";"0";"212";"60";"str";"24"
"one hand mace";"Legion Hammer";"mace,one_hand_weapon,onehand,weapon,default";"";"";"";"";"";"0.714";"5";"35";"81";"11";"0";"0";"212";"62";"str";"24"
"one hand mace";"Nightmare Mace";"mace,one_hand_weapon,onehand,weapon,default";"";"";"";"";"";"0.714";"5";"38";"80";"11";"0";"0";"212";"68";"str";"24"
"one hand mace";"Ornate Mace";"mace,one_hand_weapon,onehand,weapon,default";"";"";"";"";"";"0.833";"5";"53";"67";"11";"0";"0";"161";"50";"str";"24"
"one hand mace";"Pernarch";"mace,one_hand_weapon,onehand,weapon,default";"";"";"";"";"";"0.769";"5";"49";"82";"11";"0";"0";"212";"64";"str";"24"
"one hand mace";"Petrified Club";"mace,one_hand_weapon,onehand,weapon,default";"";"";"";"";"";"0.8";"5";"31";"51";"11";"0";"0";"116";"35";"str";"24"
"one hand mace";"Phantom Mace";"mace,one_hand_weapon,onehand,weapon,default";"";"";"";"";"";"0.714";"5";"33";"69";"11";"0";"0";"170";"53";"str";"24"
"one hand mace";"Rock Breaker";"mace,one_hand_weapon,onehand,weapon,default";"";"";"";"";"";"0.87";"5";"37";"69";"11";"0";"0";"134";"41";"str";"24"
"one hand mace";"Spiked Club";"mace,one_hand_weapon,onehand,weapon,default";"";"";"";"";"";"0.69";"5";"13";"16";"11";"0";"0";"41";"10";"str";"24"
"one hand mace";"Stone Hammer";"mace,one_hand_weapon,onehand,weapon,default";"";"";"";"";"";"0.769";"5";"15";"27";"11";"0";"0";"56";"15";"str";"24"
"one hand mace";"Tenderizer";"mace,one_hand_weapon,onehand,weapon,default";"";"";"";"";"";"0.714";"5";"49";"62";"11";"0";"0";"185";"58";"str";"24"
"one hand mace";"Tribal Club";"mace,one_hand_weapon,onehand,weapon,default";"";"";"";"";"";"0.714";"5";"8";"13";"11";"0";"0";"26";"5";"str";"24"
"one hand mace";"War Hammer";"mace,one_hand_weapon,onehand,weapon,default";"";"";"";"";"";"0.69";"5";"13";"31";"11";"0";"0";"71";"20";"str";"24"
"one hand mace";"Wyrm Mace";"not_for_sale,maraketh,mace,one_hand_weapon,onehand,weapon,default";"";"";"";"";"";"0.741";"5";"28";"42";"11";"0";"0";"118";"34";"str";"53"
"one hand sword";"Ancient Sword";"sword,one_hand_weapon,onehand,weapon,default";"";"";"";"";"";"0.69";"5";"18";"33";"11";"44";"0";"44";"24";"dexstr";"89"
"one hand sword";"Baselard";"sword,one_hand_weapon,onehand,weapon,default";"";"";"";"";"";"0.769";"5";"37";"53";"11";"72";"0";"72";"41";"dexstr";"89"
"one hand sword";"Battle Sword";"sword,one_hand_weapon,onehand,weapon,default";"";"";"";"";"";"0.833";"5";"38";"70";"11";"70";"0";"83";"44";"dexstr";"89"
"one hand sword";"Broad Sword";"sword,one_hand_weapon,onehand,weapon,default";"";"";"";"";"";"0.69";"5";"15";"21";"11";"30";"0";"30";"15";"dexstr";"89"
"one hand sword";"Charan's Sword";"not_for_sale,sword,one_hand_weapon,onehand,weapon,default";"";"";"";"";"";"0.69";"5";"5";"11";"11";"9";"0";"9";"2";"dexstr";"62"
"one hand sword";"Copper Sword";"sword,one_hand_weapon,onehand,weapon,default";"";"";"";"";"";"0.667";"5";"6";"14";"11";"14";"0";"14";"5";"dexstr";"89"
"one hand sword";"Corsair Sword";"sword,one_hand_weapon,onehand,weapon,default";"";"";"";"";"";"0.645";"5";"20";"80";"11";"117";"0";"81";"58";"dexstr";"89"
"one hand sword";"Cutlass";"sword,one_hand_weapon,onehand,weapon,default";"";"";"";"";"";"0.645";"5";"13";"53";"11";"79";"0";"55";"38";"dexstr";"89"
"one hand sword";"Dusk Blade";"sword,one_hand_weapon,onehand,weapon,default";"";"";"";"";"";"0.769";"5";"19";"54";"11";"57";"0";"57";"32";"dexstr";"89"
"one hand sword";"Elder Sword";"sword,one_hand_weapon,onehand,weapon,default";"";"";"";"";"";"0.769";"5";"36";"66";"11";"81";"0";"81";"47";"dexstr";"89"
"one hand sword";"Elegant Sword";"sword,one_hand_weapon,onehand,weapon,default";"";"";"";"";"";"0.667";"5";"20";"33";"11";"55";"0";"46";"28";"dexstr";"89"
"one hand sword";"Eternal Sword";"sword,one_hand_weapon,onehand,weapon,default";"";"";"";"";"";"0.667";"5";"41";"68";"11";"122";"0";"104";"66";"dexstr";"89"
"one hand sword";"Gemstone Sword";"sword,one_hand_weapon,onehand,weapon,default";"";"";"";"";"";"0.769";"5";"39";"83";"11";"96";"0";"96";"56";"dexstr";"89"
"one hand sword";"Gladius";"sword,one_hand_weapon,onehand,weapon,default";"";"";"";"";"";"0.769";"5";"54";"78";"11";"113";"0";"113";"60";"dexstr";"89"
"one hand sword";"Graceful Sword";"sword,one_hand_weapon,onehand,weapon,default";"";"";"";"";"";"0.667";"5";"34";"55";"11";"94";"0";"78";"50";"dexstr";"89"
"one hand sword";"Grappler";"not_for_sale,maraketh,sword,one_hand_weapon,onehand,weapon,default";"";"";"";"";"";"0.87";"5";"44";"94";"11";"99";"0";"99";"55";"dexstr";"56"
"one hand sword";"Hook Sword";"not_for_sale,maraketh,sword,one_hand_weapon,onehand,weapon,default";"";"";"";"";"";"0.87";"5";"28";"60";"11";"64";"0";"64";"34";"dexstr";"56"
"one hand sword";"Legion Sword";"sword,one_hand_weapon,onehand,weapon,default";"";"";"";"";"";"0.833";"5";"53";"98";"11";"104";"0";"122";"62";"dexstr";"89"
"one hand sword";"Midnight Blade";"sword,one_hand_weapon,onehand,weapon,default";"";"";"";"";"";"0.769";"5";"35";"99";"11";"113";"0";"113";"68";"dexstr";"89"
"one hand sword";"Rusted Sword";"sword,one_hand_weapon,onehand,weapon,default";"";"";"";"";"";"0.645";"5";"4";"9";"11";"8";"0";"8";"1";"dexstr";"89"
"one hand sword";"Sabre";"sword,one_hand_weapon,onehand,weapon,default";"";"";"";"";"";"0.645";"5";"5";"22";"11";"26";"0";"18";"10";"dexstr";"89"
"one hand sword";"Tiger Hook";"not_for_sale,maraketh,sword,one_hand_weapon,onehand,weapon,default";"";"";"";"";"";"0.87";"5";"49";"105";"11";"119";"0";"119";"70";"dexstr";"56"
"one hand sword";"Twilight Blade";"sword,one_hand_weapon,onehand,weapon,default";"";"";"";"";"";"0.769";"5";"30";"86";"11";"91";"0";"91";"53";"dexstr";"89"
"one hand sword";"Vaal Blade";"sword,one_hand_weapon,onehand,weapon,default";"";"";"";"";"";"0.769";"5";"46";"86";"11";"113";"0";"113";"64";"dexstr";"89"
"one hand sword";"Variscite Blade";"sword,one_hand_weapon,onehand,weapon,default";"";"";"";"";"";"0.769";"5";"25";"53";"11";"62";"0";"62";"35";"dexstr";"89"
"one hand sword";"War Sword";"sword,one_hand_weapon,onehand,weapon,default";"";"";"";"";"";"0.714";"5";"16";"30";"11";"35";"0";"41";"20";"dexstr";"89"
"quiver";"Blunt Arrow Quiver";"quiver,default";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"63"
"quiver";"Broadhead Arrow Quiver";"quiver,default";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"63"
"quiver";"Fire Arrow Quiver";"quiver,default";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"63"
"quiver";"Ornate Quiver";"not_for_sale,quiver,default";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"59"
"quiver";"Penetrating Arrow Quiver";"quiver,default";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"63"
"quiver";"Serrated Arrow Quiver";"not_for_sale,quiver,default";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"59"
"quiver";"Serrated Arrow Quiver";"quiver,default";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"63"
"quiver";"Sharktooth Arrow Quiver";"quiver,default";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"63"
"quiver";"Spike-Point Arrow Quiver";"quiver,default";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"63"
"quiver";"Two-Point Arrow Quiver";"quiver,default";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"63"
"ring";"Amethyst Ring";"ring,default";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"66"
"ring";"Breach Ring";"not_for_sale,ring,default";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"60"
"ring";"Cerulean Ring";"not_for_sale,atlas_base_type,ringatlas4,ring,default";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"41"
"ring";"Coral Ring";"ring,default";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"66"
"ring";"Diamond Ring";"ring,default";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"66"
"ring";"Gold Ring";"ring,default";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"66"
"ring";"Golden Hoop";"not_for_sale,ring,default";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"60"
"ring";"Iron Ring";"ring,default";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"66"
"ring";"Jet Ring";"not_for_sale,ring,default";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"60"
"ring";"Moonstone Ring";"ring,default";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"66"
"ring";"Opal Ring";"not_for_sale,atlas_base_type,ringatlas2,ring,default";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"39"
"ring";"Paua Ring";"ring,default";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"66"
"ring";"Prismatic Ring";"ring,default";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"66"
"ring";"Ruby Ring";"ring,default";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"66"
"ring";"Sapphire Ring";"ring,default";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"66"
"ring";"Steel Ring";"not_for_sale,atlas_base_type,ringatlas1,ring,default";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"38"
"ring";"Topaz Ring";"ring,default";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"66"
"ring";"Two-Stone Ring";"twostonering,ring,default";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"92"
"ring";"Unset Ring";"unset_ring,ring,default";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"93"
"ring";"Vermillion Ring";"not_for_sale,atlas_base_type,ringatlas3,ring,default";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"40"
"rune dagger";"Boot Blade";"dagger,one_hand_weapon,onehand,weapon,default";"";"";"";"";"";"0.714";"6.3";"15";"59";"10";"63";"90";"0";"44";"dexint";"8"
"rune dagger";"Boot Knife";"dagger,one_hand_weapon,onehand,weapon,default";"";"";"";"";"";"0.69";"6.3";"8";"34";"10";"31";"45";"0";"20";"dexint";"8"
"rune dagger";"Butcher Knife";"dagger,one_hand_weapon,onehand,weapon,default";"";"";"";"";"";"0.714";"6.3";"7";"62";"10";"55";"79";"0";"38";"dexint";"8"
"rune dagger";"Carving Knife";"dagger,one_hand_weapon,onehand,weapon,default";"";"";"";"";"";"0.69";"6.3";"3";"26";"10";"18";"26";"0";"10";"dexint";"8"
"rune dagger";"Copper Kris";"dagger,one_hand_weapon,onehand,weapon,default";"";"";"";"";"";"0.769";"6.5";"10";"41";"10";"28";"60";"0";"24";"dexint";"8"
"rune dagger";"Demon Dagger";"dagger,one_hand_weapon,onehand,weapon,default";"";"";"";"";"";"0.833";"6.5";"24";"97";"10";"76";"149";"0";"68";"dexint";"8"
"rune dagger";"Ezomyte Dagger";"dagger,one_hand_weapon,onehand,weapon,default";"";"";"";"";"";"0.714";"6.3";"20";"79";"10";"95";"131";"0";"62";"dexint";"8"
"rune dagger";"Fiend Dagger";"dagger,one_hand_weapon,onehand,weapon,default";"";"";"";"";"";"0.833";"6.5";"22";"87";"10";"58";"123";"0";"53";"dexint";"8"
"rune dagger";"Golden Kris";"dagger,one_hand_weapon,onehand,weapon,default";"";"";"";"";"";"0.833";"6.5";"19";"75";"10";"51";"110";"0";"47";"dexint";"8"
"rune dagger";"Imp Dagger";"dagger,one_hand_weapon,onehand,weapon,default";"";"";"";"";"";"0.833";"6.5";"15";"59";"10";"36";"78";"0";"32";"dexint";"8"
"rune dagger";"Imperial Skean";"dagger,one_hand_weapon,onehand,weapon,default";"";"";"";"";"";"0.667";"6.3";"18";"73";"10";"95";"131";"0";"66";"dexint";"8"
"rune dagger";"Platinum Kris";"dagger,one_hand_weapon,onehand,weapon,default";"";"";"";"";"";"0.833";"6.5";"24";"95";"10";"76";"149";"0";"64";"dexint";"8"
"rune dagger";"Royal Skean";"dagger,one_hand_weapon,onehand,weapon,default";"";"";"";"";"";"0.69";"6.3";"16";"64";"10";"71";"102";"0";"50";"dexint";"8"
"rune dagger";"Skean";"dagger,one_hand_weapon,onehand,weapon,default";"";"";"";"";"";"0.69";"6.3";"11";"43";"10";"42";"60";"0";"28";"dexint";"8"
"rune dagger";"Slaughter Knife";"dagger,one_hand_weapon,onehand,weapon,default";"";"";"";"";"";"0.714";"6.3";"10";"86";"10";"81";"117";"0";"58";"dexint";"8"
"sceptre";"Abyssal Sceptre";"sceptre,sceptre,one_hand_weapon,onehand,weapon,default";"";"";"";"";"";"0.8";"6.2";"45";"67";"11";"0";"99";"83";"53";"intstr";"68"
"sceptre";"Blood Sceptre";"sceptre,sceptre,one_hand_weapon,onehand,weapon,default";"";"";"";"";"";"0.714";"6";"30";"55";"11";"0";"81";"81";"47";"intstr";"68"
"sceptre";"Bronze Sceptre";"sceptre,sceptre,one_hand_weapon,onehand,weapon,default";"";"";"";"";"";"0.714";"6";"10";"19";"11";"0";"22";"22";"10";"intstr";"68"
"sceptre";"Carnal Sceptre";"sceptre,sceptre,one_hand_weapon,onehand,weapon,default";"";"";"";"";"";"0.833";"6";"41";"95";"11";"0";"113";"113";"66";"intstr";"68"
"sceptre";"Crystal Sceptre";"sceptre,sceptre,one_hand_weapon,onehand,weapon,default";"";"";"";"";"";"0.8";"6.5";"35";"52";"11";"0";"85";"59";"41";"intstr";"68"
"sceptre";"Darkwood Sceptre";"sceptre,sceptre,one_hand_weapon,onehand,weapon,default";"";"";"";"";"";"0.667";"6";"8";"12";"11";"0";"14";"14";"5";"intstr";"68"
"sceptre";"Driftwood Sceptre";"sceptre,sceptre,one_hand_weapon,onehand,weapon,default";"";"";"";"";"";"0.645";"6";"5";"8";"11";"0";"8";"8";"1";"intstr";"68"
"sceptre";"Grinning Fetish";"sceptre,sceptre,one_hand_weapon,onehand,weapon,default";"";"";"";"";"";"0.667";"6";"24";"36";"11";"0";"62";"62";"35";"intstr";"68"
"sceptre";"Horned Sceptre";"sceptre,not_for_sale,maraketh,sceptre,one_hand_weapon,onehand,weapon,default";"";"";"";"";"";"0.769";"6";"27";"50";"11";"0";"66";"66";"36";"intstr";"67"
"sceptre";"Iron Sceptre";"sceptre,sceptre,one_hand_weapon,onehand,weapon,default";"";"";"";"";"";"0.714";"6";"18";"27";"11";"0";"38";"38";"20";"intstr";"68"
"sceptre";"Karui Sceptre";"sceptre,sceptre,one_hand_weapon,onehand,weapon,default";"";"";"";"";"";"0.667";"6";"37";"55";"11";"0";"96";"96";"56";"intstr";"68"
"sceptre";"Lead Sceptre";"sceptre,sceptre,one_hand_weapon,onehand,weapon,default";"";"";"";"";"";"0.8";"6";"38";"57";"11";"0";"77";"77";"44";"intstr";"68"
"sceptre";"Ochre Sceptre";"sceptre,sceptre,one_hand_weapon,onehand,weapon,default";"";"";"";"";"";"0.69";"6";"17";"31";"11";"0";"44";"44";"24";"intstr";"68"
"sceptre";"Opal Sceptre";"sceptre,sceptre,one_hand_weapon,onehand,weapon,default";"";"";"";"";"";"0.8";"6.5";"49";"73";"11";"0";"131";"95";"60";"intstr";"68"
"sceptre";"Platinum Sceptre";"sceptre,sceptre,one_hand_weapon,onehand,weapon,default";"";"";"";"";"";"0.8";"6";"51";"76";"11";"0";"113";"113";"62";"intstr";"68"
"sceptre";"Quartz Sceptre";"sceptre,sceptre,one_hand_weapon,onehand,weapon,default";"";"";"";"";"";"0.714";"6.5";"14";"22";"11";"0";"35";"25";"15";"intstr";"68"
"sceptre";"Ritual Sceptre";"sceptre,sceptre,one_hand_weapon,onehand,weapon,default";"";"";"";"";"";"0.833";"6";"21";"50";"11";"0";"51";"51";"28";"intstr";"68"
"sceptre";"Royal Sceptre";"sceptre,sceptre,one_hand_weapon,onehand,weapon,default";"";"";"";"";"";"0.833";"6";"34";"80";"11";"0";"86";"86";"50";"intstr";"68"
"sceptre";"Sambar Sceptre";"sceptre,not_for_sale,maraketh,sceptre,one_hand_weapon,onehand,weapon,default";"";"";"";"";"";"0.769";"6";"42";"78";"11";"0";"113";"121";"70";"intstr";"67"
"sceptre";"Sekhem";"sceptre,sceptre,one_hand_weapon,onehand,weapon,default";"";"";"";"";"";"0.8";"6";"30";"55";"11";"0";"67";"67";"38";"intstr";"68"
